house_age;total_rooms;total_bedrooms;median_income;ocean_proximity;price
38;3230;840;2.629;<1H OCEAN;171600
36;4869;871;4.1659;NEAR BAY;302000
17;4203;816;4.1742;<1H OCEAN;159900
15;5392;895;6.2185;<1H OCEAN;280300
27;5929;932;6.0434;INLAND;214800
36;3514;818;3.1211;<1H OCEAN;229300
30;3433;918;4.5817;NEAR OCEAN;500001
6;4863;920;3.9508;INLAND;104200
9;3417;860;3.02;NEAR OCEAN;158900
17;3167;861;2.4459;<1H OCEAN;85800
17;2975;968;3.527;NEAR OCEAN;318900
23;4332;857;4.3594;NEAR BAY;223400
10;2869;941;3.2297;<1H OCEAN;150000
32;3817;886;3.5777;<1H OCEAN;245600
21;3803;898;3;<1H OCEAN;221200
24;4210;920;2.0881;<1H OCEAN;83300
38;2410;967;1.2209;INLAND;87900
43;3850;1018;3.5296;NEAR OCEAN;400000
15;5778;1285;4.3427;NEAR OCEAN;305800
26;3654;837;2.1544;INLAND;72800
24;3891;866;4.1656;<1H OCEAN;364700
39;3856;867;3.4559;<1H OCEAN;364900
30;2887;866;2.2122;<1H OCEAN;169400
28;3857;857;4.0156;<1H OCEAN;196000
28;4175;796;3.4299;INLAND;164000
20;5001;830;4.0833;INLAND;160000
17;5391;886;5.1771;<1H OCEAN;212800
52;2909;851;3.0296;NEAR BAY;500001
52;3219;969;4.2042;NEAR BAY;500001
16;5018;853;5.1752;NEAR OCEAN;218000
19;5254;894;4.6705;INLAND;110700
44;4599;877;2.9952;INLAND;63800
15;5301;884;4.515;INLAND;164000
10;4887;930;4.0611;INLAND;158000
15;5480;892;7.4678;NEAR OCEAN;500001
34;4314;878;3.2279;NEAR OCEAN;243100
25;2945;914;2.5686;<1H OCEAN;177500
34;2283;809;2.4387;<1H OCEAN;175000
38;3596;862;3.6897;<1H OCEAN;169800
15;4573;928;2.6949;<1H OCEAN;163600
17;4754;877;4.3548;<1H OCEAN;192300
44;3558;839;3.9243;NEAR BAY;404800
36;4682;899;4.5096;NEAR OCEAN;203700
22;7281;1233;5.3276;NEAR OCEAN;335500
37;4590;857;3.436;NEAR BAY;94800
12;4485;805;3.7611;INLAND;123100
46;4036;856;4.5625;NEAR OCEAN;275200
24;6087;1217;3.1493;INLAND;199400
17;5036;817;4.6445;INLAND;137200
33;4084;897;4.0488;NEAR OCEAN;409700
24;3665;870;2.8036;NEAR OCEAN;228500
21;4031;923;3.1641;<1H OCEAN;117300
19;3792;790;5.2363;<1H OCEAN;310000
25;4921;866;6.8742;NEAR BAY;413100
33;4181;804;4.3103;<1H OCEAN;201600
24;3550;895;2.8403;<1H OCEAN;225600
20;4835;854;4.3428;NEAR OCEAN;152100
18;4037;990;1.4282;NEAR BAY;140400
34;4551;837;5.4364;NEAR OCEAN;279300
18;6217;858;6.8075;NEAR OCEAN;325900
19;3487;959;2.6709;<1H OCEAN;215500
34;3659;921;3.6202;<1H OCEAN;366100
28;3069;864;2.4925;<1H OCEAN;177200
28;4380;820;3.9018;<1H OCEAN;182300
33;3585;935;3.1176;<1H OCEAN;396300
20;4304;851;5.1674;<1H OCEAN;333000
22;4428;825;4.7932;<1H OCEAN;166300
41;2924;867;2.1;<1H OCEAN;171600
30;2193;965;1.8277;<1H OCEAN;137500
36;3504;862;2.5679;<1H OCEAN;114900
32;3851;900;4.5208;<1H OCEAN;442100
27;5464;850;4.711;INLAND;133500
18;4775;886;2.3355;INLAND;118800
52;4265;912;4.119;NEAR BAY;298300
4;4530;1070;3.3942;INLAND;72100
25;3309;902;3.0417;<1H OCEAN;237000
50;3233;968;1.2041;INLAND;168100
14;5490;851;6.5253;INLAND;216800
4;3746;993;4.1387;<1H OCEAN;162500
11;5460;859;4.835;INLAND;230600
30;5308;854;5.1985;<1H OCEAN;279200
36;2933;881;2.2538;NEAR OCEAN;181300
41;3448;896;4.5;NEAR OCEAN;339800
37;3781;873;4.1455;<1H OCEAN;500001
19;4592;895;3.3622;INLAND;105100
27;3960;886;3.024;INLAND;122500
14;3249;937;2.8588;<1H OCEAN;92500
25;5024;881;4.2237;NEAR BAY;262300
13;5075;978;3.0577;INLAND;119000
14;5332;884;5.2798;INLAND;237400
24;3148;908;1.9549;<1H OCEAN;221500
36;2284;899;1.9297;<1H OCEAN;203300
32;3508;917;1.554;<1H OCEAN;100000
14;5232;810;5.826;<1H OCEAN;247900
2;7401;1187;4.1386;<1H OCEAN;177300
21;4460;930;2.7569;INLAND;127500
33;5226;833;5.1491;NEAR OCEAN;207000
14;3575;992;2.4397;NEAR OCEAN;140600
23;3188;836;2.1863;<1H OCEAN;157600
11;4934;929;2.625;INLAND;155400
15;5592;891;4.7193;INLAND;135200
13;4460;925;2.0136;INLAND;94100
9;3648;895;3.0992;NEAR OCEAN;142600
12;4131;891;3.4701;NEAR OCEAN;204900
13;3958;865;3.4764;<1H OCEAN;137500
28;4667;875;3.2325;INLAND;89000
14;3032;999;2.2;<1H OCEAN;210000
50;3457;854;3.1078;<1H OCEAN;346700
30;3112;931;1.6531;<1H OCEAN;118500
28;4112;861;4.4539;<1H OCEAN;192200
33;3180;865;4.0651;<1H OCEAN;500001
14;5764;1006;1.9694;INLAND;173200
32;3888;827;3.0755;NEAR OCEAN;166800
16;2987;874;2.8024;<1H OCEAN;127900
16;3249;947;4.5427;<1H OCEAN;198400
18;4839;918;3.75;<1H OCEAN;248300
11;4833;944;2.6842;INLAND;89100
44;3186;876;3.0143;<1H OCEAN;148200
36;4018;1067;2.3599;NEAR OCEAN;168400
15;3273;895;2.5388;<1H OCEAN;119000
5;5870;977;5.1998;<1H OCEAN;294100
11;5827;882;6.4027;NEAR OCEAN;344200
35;5275;903;4.6771;NEAR OCEAN;266400
31;7200;876;10.9405;NEAR BAY;500001
33;3879;943;3.892;<1H OCEAN;292900
25;6612;857;8.3912;<1H OCEAN;419000
34;2832;883;1.7558;<1H OCEAN;312500
14;5320;974;3.1393;INLAND;116300
35;4448;906;2.218;INLAND;73400
18;4813;849;4.175;INLAND;144400
12;4427;;4.7147;INLAND;158700
29;3376;882;3.101;NEAR OCEAN;238200
31;4911;861;4.1958;NEAR OCEAN;160100
17;5799;921;5.0524;<1H OCEAN;285400
23;4040;843;4.0403;<1H OCEAN;303400
11;3896;886;2.2905;INLAND;94200
14;3888;890;1.8238;INLAND;158600
20;4228;816;3.525;<1H OCEAN;229100
18;3844;969;1.125;INLAND;81800
40;4307;918;3.6341;INLAND;391500
33;3668;867;2.8906;<1H OCEAN;204900
33;4773;873;4.3862;NEAR OCEAN;184800
15;5818;924;4.4033;<1H OCEAN;267600
36;4686;781;6.1043;NEAR OCEAN;343500
29;4045;885;3.1982;<1H OCEAN;171700
33;3161;934;1.123;INLAND;46700
31;3881;909;3.0398;<1H OCEAN;369100
6;3340;945;2.8884;<1H OCEAN;252300
35;4036;904;3.2957;INLAND;141600
23;4388;864;4.5217;<1H OCEAN;219400
22;4249;922;2.1549;INLAND;146500
8;4627;887;3.0204;INLAND;93100
21;7189;874;11.6833;NEAR OCEAN;500001
28;3751;949;3.9728;NEAR OCEAN;300000
5;4849;920;3.5391;INLAND;81900
22;3517;810;2.6652;<1H OCEAN;164800
12;5744;1054;5.1482;NEAR OCEAN;500001
36;3446;950;1.6521;INLAND;69700
17;3759;1035;2.6074;INLAND;137500
11;4571;924;4.2898;NEAR OCEAN;221700
46;4143;895;2.4201;NEAR BAY;92800
44;4032;913;2.4934;<1H OCEAN;165800
33;4151;850;3.1912;<1H OCEAN;159900
5;3700;993;3.7826;NEAR OCEAN;196300
22;5507;841;6.0889;<1H OCEAN;245200
4;4075;927;3.5857;INLAND;165200
19;5268;849;3.9226;INLAND;148700
28;3379;918;3.0293;NEAR OCEAN;241700
25;3534;949;3.4238;<1H OCEAN;337000
27;4580;918;4.7926;<1H OCEAN;454400
12;3188;931;3.1823;<1H OCEAN;218300
20;5218;959;3.55;INLAND;476700
30;3107;994;1.9387;NEAR OCEAN;141700
25;4343;847;4.65;<1H OCEAN;197800
4;6755;1017;5.0493;INLAND;239800
43;3807;952;2.3266;INLAND;137500
29;4221;901;2.2245;INLAND;75900
52;3067;870;2.5603;NEAR BAY;287500
11;4236;879;2.3849;INLAND;122000
32;4498;862;4.8088;NEAR BAY;321200
11;3112;890;3.1587;<1H OCEAN;181300
27;3931;933;3.9722;NEAR OCEAN;354100
18;2962;945;2.7399;NEAR BAY;87500
14;3615;913;3.5083;<1H OCEAN;280900
23;3187;870;3.3939;<1H OCEAN;212100
25;10665;2161;3.0625;INLAND;150500
52;3565;892;3.8068;NEAR BAY;500001
33;3687;852;2.6506;NEAR BAY;162600
13;4379;872;4.2538;<1H OCEAN;154300
38;2067;914;1.7641;<1H OCEAN;250000
28;4086;871;2.621;INLAND;202200
27;3787;913;3.301;INLAND;251200
17;4807;838;5.7619;<1H OCEAN;297300
21;2714;881;1.2094;<1H OCEAN;157500
16;4928;960;2.7983;INLAND;112500
12;3653;993;2.8681;<1H OCEAN;114200
18;3380;922;4.0727;<1H OCEAN;214000
12;4415;890;3.75;<1H OCEAN;166300
32;2930;833;3.7147;<1H OCEAN;164100
34;4854;912;3.8542;NEAR OCEAN;200000
5;3223;940;1.4384;NEAR OCEAN;108800
30;4145;869;2.5444;NEAR BAY;275000
11;2479;900;2.2264;<1H OCEAN;181300
19;2953;895;3.5521;NEAR OCEAN;290000
24;4496;877;4.6808;<1H OCEAN;245500
19;4900;805;4.8497;INLAND;184400
16;3895;896;2.6635;INLAND;135800
5;2706;925;1.7301;NEAR OCEAN;125000
26;3253;932;2.6631;NEAR OCEAN;244000
15;4741;956;4.1862;NEAR BAY;183600
3;9662;1385;6.7172;<1H OCEAN;292400
4;5083;867;4.2414;INLAND;121400
32;4579;914;2.6619;INLAND;86200
28;4194;811;4.2227;NEAR OCEAN;235400
15;3327;1011;2.3784;<1H OCEAN;185400
8;5212;872;4.1099;INLAND;113600
23;4671;912;3.184;<1H OCEAN;140500
16;4112;880;3.0122;INLAND;114700
40;3525;941;3.2083;NEAR BAY;330000
23;1864;937;1.8495;<1H OCEAN;212500
12;3877;914;3.4239;<1H OCEAN;194800
9;5455;882;4.2321;INLAND;162800
15;4420;903;3.449;INLAND;149100
23;4052;955;4.0647;NEAR OCEAN;240600
6;3136;990;2.5564;<1H OCEAN;171300
13;4013;903;4.625;<1H OCEAN;248800
21;4064;871;3.0321;INLAND;135500
12;3539;869;2.1023;INLAND;103700
24;4043;952;2.2244;INLAND;114900
25;3352;891;2.8528;<1H OCEAN;425000
28;6920;906;9.2189;<1H OCEAN;500001
25;3696;953;3.3438;<1H OCEAN;153300
25;5187;934;4.1865;INLAND;154300
12;4602;930;3.0625;INLAND;90500
20;3375;867;2.6894;<1H OCEAN;182200
44;3646;912;2.9709;<1H OCEAN;225000
9;4303;900;3.7807;INLAND;110900
52;2302;938;1.3668;NEAR BAY;55000
15;3103;965;1.3729;INLAND;110300
24;2528;947;2.2746;NEAR BAY;225000
33;4211;918;4.7235;<1H OCEAN;242200
25;4524;860;4.7083;NEAR BAY;190900
24;4410;939;2.9406;INLAND;73000
5;5735;932;4.8494;INLAND;87200
25;2345;852;1.4497;<1H OCEAN;205600
31;5550;881;6.8317;<1H OCEAN;446100
17;3778;939;1.8972;INLAND;100500
16;5203;;4.105;<1H OCEAN;174400
14;2981;894;3;<1H OCEAN;178600
26;4173;893;3.5052;<1H OCEAN;196000
52;4088;946;3.6065;NEAR BAY;433300
23;5135;911;5.2319;<1H OCEAN;430100
24;4026;881;3.1327;<1H OCEAN;218100
30;5398;926;4.4762;INLAND;163900
16;4241;892;4.375;NEAR OCEAN;166500
12;3900;863;1.9881;INLAND;85200
24;3794;848;2.8068;INLAND;95300
30;4061;927;4.1827;<1H OCEAN;435100
21;5675;935;4.2263;INLAND;203200
16;4683;929;3.0495;NEAR OCEAN;98300
9;4794;889;3.1439;INLAND;103100
17;6100;861;7.6486;<1H OCEAN;306700
36;3548;956;2.6962;NEAR OCEAN;288200
13;5819;919;4.9335;<1H OCEAN;298100
27;3789;874;4.39;NEAR OCEAN;270100
23;3200;907;3.5649;<1H OCEAN;450000
14;4177;914;2.9565;INLAND;73000
29;4101;849;4.6607;<1H OCEAN;199800
28;3910;959;5.5;<1H OCEAN;500001
15;4644;967;3.3654;<1H OCEAN;222100
5;7017;935;10.1154;NEAR OCEAN;477700
15;4210;899;2.794;NEAR OCEAN;262500
18;3876;916;2.5938;INLAND;129500
27;6603;879;13.2935;<1H OCEAN;500001
37;4365;926;5.3046;NEAR OCEAN;360700
31;4066;951;4.8125;<1H OCEAN;500001
24;4735;955;5.0764;<1H OCEAN;228600
28;4863;901;5.1483;<1H OCEAN;342000
33;4032;868;4.3468;<1H OCEAN;425900
15;4206;922;2.0591;INLAND;55700
20;4725;881;4.0122;<1H OCEAN;214800
16;4458;856;5.0739;NEAR BAY;208000
5;4597;1071;4.0327;INLAND;131000
20;3407;885;3.7321;<1H OCEAN;351100
19;3215;907;2.3393;<1H OCEAN;202300
35;2914;934;2.9934;<1H OCEAN;350000
27;4376;1003;1.9194;<1H OCEAN;100600
12;4929;1010;2.7262;INLAND;109800
13;4543;881;2.9386;NEAR OCEAN;143400
26;3665;932;1.9286;NEAR OCEAN;160500
27;3588;911;3.4013;<1H OCEAN;286000
45;3803;970;3.0476;<1H OCEAN;456200
19;3583;911;3.0214;<1H OCEAN;218400
37;4879;906;3.6625;NEAR OCEAN;154800
20;4477;924;3.8788;<1H OCEAN;226900
21;5639;894;6.0809;NEAR OCEAN;270000
14;5381;871;5.6875;NEAR BAY;211000
5;6265;908;6.2073;NEAR BAY;272900
20;7384;845;9.6047;<1H OCEAN;500001
18;4747;846;3.9076;NEAR OCEAN;152900
24;4125;1020;2.9526;NEAR BAY;271000
24;2910;917;2.4074;<1H OCEAN;219400
11;3605;880;2.6328;<1H OCEAN;160700
27;3858;1062;3.3155;NEAR OCEAN;231000
24;3523;991;2.1273;NEAR OCEAN;142300
33;4979;934;3.7958;INLAND;152500
28;3855;922;3.505;<1H OCEAN;204300
20;6295;937;7.6084;<1H OCEAN;402500
7;4915;885;4.3229;INLAND;130000
14;4412;952;4.3292;<1H OCEAN;206500
24;3914;985;2.9735;NEAR OCEAN;225000
45;4423;1001;2.6937;NEAR BAY;111800
18;4197;1006;2.166;INLAND;118600
32;4071;888;3.2792;NEAR OCEAN;220500
24;6145;868;7.5078;<1H OCEAN;344000
10;3817;943;2.1362;NEAR OCEAN;143200
23;4324;1034;3.0777;NEAR OCEAN;263800
52;2803;930;2.1907;NEAR BAY;271400
6;3218;949;3.0926;<1H OCEAN;418500
25;3794;989;2.9982;<1H OCEAN;204200
28;6748;904;12.8879;<1H OCEAN;500001
29;3946;1008;2.7824;<1H OCEAN;450000
20;3540;906;3.0252;<1H OCEAN;178000
11;5817;878;4.221;<1H OCEAN;227100
27;4357;926;3.0119;<1H OCEAN;218200
46;1759;1012;2.1637;<1H OCEAN;350000
15;3595;964;2.6014;INLAND;150300
7;3586;959;2.4387;INLAND;117000
48;3136;926;1.9034;INLAND;123900
22;3936;860;4.2312;<1H OCEAN;183800
42;4198;956;3.7184;<1H OCEAN;277300
16;5058;965;3.6417;INLAND;119000
16;4637;941;4.0568;<1H OCEAN;225200
24;4119;865;2.4123;INLAND;86200
12;3301;963;1.8594;NEAR OCEAN;119200
24;4157;951;2.7981;INLAND;92100
31;5524;914;5.5592;<1H OCEAN;229900
22;4011;963;4.5721;<1H OCEAN;351200
26;2500;962;3.5586;<1H OCEAN;222200
30;6310;957;8.944;<1H OCEAN;500001
30;3550;934;3.191;<1H OCEAN;271200
13;3569;924;3.163;<1H OCEAN;224200
26;6339;876;10.1447;NEAR OCEAN;500001
23;5675;964;4.8693;NEAR OCEAN;322300
5;4274;1153;4.0473;NEAR BAY;266500
28;4236;877;2.1603;INLAND;111300
22;3247;859;1.3343;INLAND;60800
22;4251;1073;5.2555;<1H OCEAN;500001
28;4698;902;4.8508;<1H OCEAN;215900
24;3305;982;2.6641;<1H OCEAN;168200
29;3692;969;3.1726;<1H OCEAN;198700
13;4000;883;4.7245;<1H OCEAN;273600
5;4459;896;4.0096;INLAND;182600
29;5536;862;5.6358;<1H OCEAN;282100
27;4049;947;2.2467;INLAND;70700
17;5406;895;6.0137;<1H OCEAN;375900
27;6007;998;4.1719;INLAND;117200
10;5780;922;5.6445;INLAND;135500
23;4483;894;3.6875;INLAND;101700
26;6767;903;7.7846;<1H OCEAN;409000
30;2831;862;1.9668;<1H OCEAN;152100
25;5404;906;6.0577;<1H OCEAN;451800
22;5179;944;4.51;<1H OCEAN;189900
32;4398;905;4.1321;<1H OCEAN;222800
10;4446;897;3.5461;INLAND;103600
32;4474;929;3.2889;INLAND;98900
26;6459;894;6.2089;INLAND;261800
28;4430;928;4.9384;<1H OCEAN;378100
17;4422;945;2.8285;<1H OCEAN;171300
17;4324;854;3.6619;<1H OCEAN;232400
15;5266;1031;2.8036;INLAND;110100
31;4704;920;4.9297;<1H OCEAN;400000
7;6091;921;4.7557;INLAND;150400
3;5710;919;5.3638;INLAND;206300
4;3999;1079;3.911;NEAR BAY;112500
38;3335;921;2.125;<1H OCEAN;118800
21;3245;959;2.3236;INLAND;156300
47;3652;967;3.6964;<1H OCEAN;500001
22;5640;889;4.1581;INLAND;126500
52;3522;938;4.3986;NEAR BAY;500001
30;6346;1410;2.6864;NEAR OCEAN;283600
39;4402;894;3.8565;NEAR OCEAN;239800
17;5815;898;4.3657;<1H OCEAN;215900
24;5732;873;5.6292;NEAR BAY;231400
11;4832;993;2.6611;INLAND;74700
27;5205;859;6.1946;<1H OCEAN;276100
35;4424;918;3.9688;<1H OCEAN;355100
17;4459;944;2.9375;NEAR BAY;106700
12;4459;928;3.5179;NEAR OCEAN;252700
23;5741;1012;5.7211;NEAR OCEAN;500001
14;4721;999;3.6895;<1H OCEAN;239300
17;2934;950;2.936;<1H OCEAN;232500
28;3614;960;3.522;<1H OCEAN;190300
25;4458;922;3.9667;NEAR BAY;218500
29;5438;871;5.0362;NEAR BAY;275300
36;2288;1033;1.5328;<1H OCEAN;250000
21;3653;956;3.5573;<1H OCEAN;500001
15;3712;1005;3.6875;<1H OCEAN;209600
22;6050;1387;2.2216;INLAND;183900
36;4787;900;5.4063;NEAR BAY;440900
17;5199;1023;3.2452;<1H OCEAN;168800
13;5830;921;6.2403;<1H OCEAN;257400
7;4998;953;3.205;INLAND;101900
14;4412;924;4.7027;<1H OCEAN;227600
35;4148;971;3.3389;<1H OCEAN;187100
52;4220;908;3.1901;<1H OCEAN;167600
20;4534;954;6.0362;NEAR OCEAN;463500
9;6538;955;5.3006;<1H OCEAN;221400
12;3900;977;4.125;NEAR OCEAN;226900
52;4140;984;3.4236;NEAR BAY;376800
36;6026;852;7.8997;NEAR OCEAN;500001
19;4005;972;2.5268;NEAR BAY;235700
24;4865;968;4.2852;NEAR BAY;173500
24;3832;949;3.9673;<1H OCEAN;477300
34;5002;917;3.9243;<1H OCEAN;219800
24;4092;893;4.1378;<1H OCEAN;216500
16;5603;938;5.0778;<1H OCEAN;293700
17;3506;992;3.3006;<1H OCEAN;185800
3;6251;988;8.4355;NEAR OCEAN;467600
17;2728;908;1.077;NEAR BAY;115000
27;4140;;3.6292;<1H OCEAN;264600
23;4925;948;5.0824;<1H OCEAN;230900
27;4590;897;3.1753;INLAND;85000
28;2362;949;2.2364;<1H OCEAN;305600
33;3557;894;2.2883;INLAND;86900
33;3854;982;3.5294;NEAR OCEAN;323900
25;3445;898;3.0972;NEAR OCEAN;169300
24;4534;967;3.9575;<1H OCEAN;215400
30;3259;942;2.8608;<1H OCEAN;165600
17;3646;1035;2.3603;INLAND;139300
26;4123;1145;1.9891;NEAR OCEAN;500000
18;4438;939;5.3873;<1H OCEAN;288300
21;5322;908;5.5936;<1H OCEAN;386800
11;6200;907;7.6518;NEAR BAY;359300
28;4216;948;3.7961;<1H OCEAN;162700
26;5321;889;5.8914;<1H OCEAN;237600
9;3904;1042;1.8022;INLAND;78000
27;3085;876;3.4333;NEAR OCEAN;290000
8;4053;912;2.8973;INLAND;117100
15;5151;942;3.4875;INLAND;90800
22;3292;1134;3.1746;<1H OCEAN;348800
18;4164;963;2.119;INLAND;133100
14;6006;914;5.9356;<1H OCEAN;321700
44;4505;894;3.4811;INLAND;300500
30;3657;945;1.3927;INLAND;78300
25;3509;985;2.6296;NEAR OCEAN;150000
14;7174;950;8.3065;<1H OCEAN;394200
5;4810;909;3.2964;INLAND;176900
9;4288;1017;2.7827;INLAND;105800
21;4578;927;3.1458;<1H OCEAN;187700
13;4545;952;3.3625;INLAND;126100
29;4389;873;4.1071;<1H OCEAN;365600
30;3078;954;3.4852;<1H OCEAN;425000
15;2748;997;3.5214;NEAR OCEAN;144200
11;5121;899;4.7168;INLAND;223200
4;6640;898;6.759;INLAND;170300
15;5343;;3.5962;INLAND;85900
5;5659;931;6.1949;<1H OCEAN;238700
5;5428;994;3.9323;INLAND;130100
24;4759;921;5.6344;<1H OCEAN;228700
34;3659;897;2.9564;NEAR BAY;150500
20;3968;931;2.9915;NEAR BAY;166700
9;6163;1004;10.8289;<1H OCEAN;500001
25;5321;967;5.0102;<1H OCEAN;340100
26;3832;1074;2.6734;<1H OCEAN;143400
29;4910;871;4.0432;NEAR OCEAN;450000
14;6239;901;6.5437;<1H OCEAN;268200
9;6564;1316;4.89;<1H OCEAN;454100
20;4735;973;3.069;INLAND;87000
24;5474;955;4.0813;NEAR OCEAN;137000
6;3797;984;3.6802;<1H OCEAN;152400
17;4208;954;2.3971;<1H OCEAN;87500
7;4966;985;3.1042;INLAND;122500
14;3700;945;3.9054;<1H OCEAN;200000
24;2985;958;1.7344;INLAND;66400
19;4896;1083;3.3398;INLAND;89700
5;4116;990;3.1142;<1H OCEAN;150000
5;4750;962;3.5839;<1H OCEAN;158500
26;3637;933;3.9625;<1H OCEAN;262900
35;4085;919;3.4812;<1H OCEAN;160200
25;2851;968;2.0675;NEAR OCEAN;116700
26;5188;892;5.0029;NEAR BAY;255600
10;5469;950;5.9399;<1H OCEAN;241900
5;7178;898;9.0776;<1H OCEAN;450400
7;4842;935;3.9318;INLAND;133000
4;5233;1109;6.2007;NEAR BAY;311800
16;7681;946;9.5271;<1H OCEAN;500001
38;5688;930;6.203;NEAR BAY;346800
7;4907;1075;3.2147;INLAND;111900
18;4249;933;4.1304;<1H OCEAN;229100
5;4536;1178;4.1118;<1H OCEAN;125900
38;4105;950;3.8684;NEAR OCEAN;265600
6;4685;965;4.5458;<1H OCEAN;208200
22;5533;943;4.7361;INLAND;216800
44;3595;953;2.6036;NEAR BAY;287500
19;4559;1045;4.355;NEAR OCEAN;429200
40;3895;929;1.3329;INLAND;78200
9;6306;962;6.7741;NEAR BAY;310700
18;5891;920;5.901;<1H OCEAN;235600
24;2932;955;2.7535;<1H OCEAN;111000
32;3586;921;3.1058;NEAR OCEAN;253000
14;3580;984;2.6637;INLAND;175000
35;2198;998;2.0467;<1H OCEAN;158300
36;2946;1025;2.2244;<1H OCEAN;255900
18;3744;1027;3.2158;<1H OCEAN;215000
29;4549;916;2.0976;INLAND;72600
25;3603;1003;2.6981;<1H OCEAN;208000
21;4383;901;3.4375;<1H OCEAN;218800
13;5087;981;2.7413;INLAND;123100
25;3442;1050;3.0574;<1H OCEAN;319400
33;5462;952;4.4038;<1H OCEAN;186700
17;3361;925;2.2813;<1H OCEAN;145600
16;5819;986;4.6315;<1H OCEAN;277500
6;4391;974;3.4291;INLAND;105300
13;4011;936;3.6953;<1H OCEAN;157600
14;4151;941;4.0301;<1H OCEAN;154300
9;4759;924;4.8333;<1H OCEAN;277200
19;3330;1010;3.0173;<1H OCEAN;393800
17;5781;924;5.343;<1H OCEAN;231900
13;5841;955;4.1333;INLAND;158200
6;3725;960;2.3214;<1H OCEAN;247000
7;4956;941;3.4426;INLAND;139000
9;4967;885;5.038;<1H OCEAN;185600
36;5456;926;4.7755;NEAR OCEAN;280700
21;5904;956;5.9039;NEAR OCEAN;355300
23;3800;1003;1.4766;INLAND;50600
12;5589;941;4.4561;INLAND;96900
21;3634;1011;2.9085;<1H OCEAN;156300
8;5528;1073;2.5335;<1H OCEAN;110100
35;5298;954;3.9167;INLAND;155700
7;4584;1051;1.6232;INLAND;93400
5;3511;1008;3.8542;NEAR OCEAN;176600
8;3405;961;2.8728;<1H OCEAN;114600
14;5549;1000;2.9562;INLAND;142300
33;5050;964;3.1592;INLAND;75400
29;3497;1096;1.8109;NEAR OCEAN;137500
21;3904;980;2.862;NEAR BAY;258400
17;4333;947;6.3066;NEAR BAY;346100
18;9374;1780;3.9737;INLAND;235600
3;3464;1179;4.7105;NEAR BAY;275000
6;5762;1115;3.0723;<1H OCEAN;137300
20;3815;924;2.0174;INLAND;63700
35;3259;967;3.2708;<1H OCEAN;400000
22;4255;971;3.2636;<1H OCEAN;180200
7;7104;970;6.3528;INLAND;274500
24;4841;894;6.0573;<1H OCEAN;254500
10;6305;1150;4.0197;INLAND;132200
30;4426;995;3.274;<1H OCEAN;148300
18;7962;1652;3.3897;INLAND;230200
52;3771;1017;3.5655;NEAR BAY;427300
12;5382;928;5.3785;NEAR BAY;150600
25;4273;965;2.9926;<1H OCEAN;183200
26;4013;985;3.7655;<1H OCEAN;197700
19;4920;1092;3.5112;NEAR OCEAN;231900
25;5405;939;5.0423;<1H OCEAN;222200
13;5036;1034;2.3319;INLAND;138500
37;4072;905;3.8571;<1H OCEAN;500001
7;6126;1032;4.9005;<1H OCEAN;264000
29;5889;959;5.3991;NEAR OCEAN;273000
17;4617;982;3.9224;NEAR OCEAN;230600
9;4838;920;3.5959;INLAND;142700
16;3631;974;3.0691;<1H OCEAN;130400
37;3061;930;1.7375;NEAR BAY;350000
31;4981;964;4.8962;NEAR BAY;220200
18;3631;913;1.5931;INLAND;88400
33;3306;974;2.8797;<1H OCEAN;285300
15;4885;988;3.4031;<1H OCEAN;209500
21;4151;1018;4.9821;<1H OCEAN;292900
9;5306;993;4.51;INLAND;135800
19;4563;1069;2.1472;INLAND;143400
15;6838;941;5.2177;INLAND;162700
36;2332;993;2.2612;<1H OCEAN;230400
38;4018;986;2.9293;<1H OCEAN;113600
52;4014;1069;2.8202;NEAR BAY;442900
25;5016;;3.625;INLAND;89500
23;4870;965;2.596;INLAND;70000
17;5320;984;4.1997;INLAND;133400
9;7450;1475;2.6528;INLAND;133000
27;5026;955;3.871;<1H OCEAN;162900
23;4535;955;3.6275;<1H OCEAN;154100
28;2949;1003;1.9026;<1H OCEAN;131900
5;7294;1139;4.9904;INLAND;154100
36;3661;956;2.5104;<1H OCEAN;185000
33;4711;988;3.6028;<1H OCEAN;184700
33;3994;990;5.0106;NEAR OCEAN;500001
6;6873;959;6.8869;INLAND;263100
24;3613;973;1.947;NEAR OCEAN;147500
20;4600;1018;5.1999;<1H OCEAN;500001
22;5284;982;4.7332;<1H OCEAN;289900
26;4971;996;4.9676;<1H OCEAN;381400
10;5736;945;4.3958;INLAND;130700
4;4308;1095;3.9356;NEAR OCEAN;267000
17;5805;1097;3.5352;NEAR OCEAN;357800
7;4843;992;3.0549;INLAND;101700
26;3819;955;1.9206;INLAND;81300
27;4073;1013;3.108;<1H OCEAN;231000
16;5373;1079;1.9912;<1H OCEAN;98600
26;4670;1039;4.4167;NEAR OCEAN;333800
20;3447;1007;2.918;<1H OCEAN;208700
23;4312;993;2.7667;NEAR BAY;153200
16;5609;952;5.3307;<1H OCEAN;169600
28;6119;985;4.875;INLAND;146400
17;4251;899;2.3496;INLAND;65000
14;5548;941;4.2214;INLAND;104600
6;4656;971;3.0938;INLAND;100800
26;3977;1050;3.358;<1H OCEAN;364500
22;5042;974;4.3472;NEAR OCEAN;351200
27;2909;1021;2.1444;<1H OCEAN;229000
